price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_renovated,lat,long,sqft_living15,sqft_lot15,year_sold,month_sold,age_of_building,zipcode
449950.0,4.0,2.5,2420.0,5244.0,2.0,0,0,3.0,9,2420,0.0,0,47.4729,-122.35,1400.0,5250,2015,03,16.0,98166
1265000.0,3.0,1.75,2240.0,5657.0,1.5,0,2,4.0,8,1910,330.0,0,47.6621,-122.27,2970.0,5657,2015,02,82.0,98105
,4.0,2.5,2570.0,4412.0,2.0,0,0,3.0,9,2570,0.0,0,47.7076,-122.232,2460.0,5470,2014,10,22.0,98034
312620.0,3.0,2.5,1260.0,11877.0,1.0,0,0,3.0,7,1260,0.0,0,47.4442,-121.762,1430.0,9790,2014,11,48.0,98045
274900.0,3.0,2.0,1936.0,6612.0,2.0,0,0,3.0,7,1936,0.0,0,47.2602,-122.246,1620.0,21600,2014,10,9.0,98047
510000.0,6.0,4.5,3300.0,7480.0,2.0,0,0,3.0,8,3300,0.0,0,47.6796,-122.104,2470.0,7561,2014,07,43.0,98052
330000.0,4.0,2.0,1750.0,5202.0,1.0,0,1,4.0,6,1070,680.0,0,47.5677,-122.317,2090.0,5400,2014,12,81.0,98108
475000.0,5.0,2.75,3080.0,6600.0,2.0,0,0,3.0,9,3080,0.0,0,47.4501,-122.122,3080.0,6600,2015,03,21.0,98058
475000.0,3.0,1.75,1330.0,14560.0,1.0,0,0,3.0,7,1330,0.0,0,47.6599,-122.135,1510.0,9890,2014,12,40.0,98052
319950.0,3.0,2.5,1980.0,9907.0,2.0,0,0,3.0,8,1980,0.0,0,47.1903,-122.013,2050.0,9907,2014,09,32.0,98022
166600.0,3.0,1.75,1150.0,8690.0,1.0,0,0,4.0,7,1150,0.0,0,47.3729,-122.115,1330.0,7040,2014,11,46.0,98042
420000.0,3.0,2.5,1470.0,1445.0,2.0,0,0,3.0,8,1160,310.0,0,47.5468,-121.998,1470.0,1525,2015,05,18.0,98029
251000.0,3.0,1.5,1590.0,21600.0,1.5,0,0,4.0,7,1590,0.0,0,47.2159,-121.966,1780.0,21600,2015,04,52.0,98022
719000.0,3.0,2.5,1690.0,4500.0,1.5,0,1,4.0,8,1690,0.0,0,47.5841,-122.383,2140.0,7200,2014,05,95.0,98116
350000.0,2.0,1.75,1080.0,7242.0,2.0,0,0,4.0,7,1080,0.0,0,47.7065,-122.235,1800.0,7321,2014,07,39.0,98034
815241.0,5.0,2.25,2060.0,4800.0,2.5,0,0,3.0,8,2060,0.0,0,47.66,-122.282,1740.0,4800,2014,09,116.0,98105
630000.0,4.0,2.0,2480.0,3680.0,1.5,0,0,4.0,7,1470,1010.0,0,47.5686,-122.392,1500.0,5750,2015,04,107.0,98116
583000.0,4.0,2.5,3390.0,10519.0,2.0,0,2,3.0,10,3390,0.0,0,47.332,-122.334,2830.0,10519,2015,01,33.0,98003
772650.0,4.0,2.5,2660.0,10800.0,1.0,0,0,3.0,7,2660,0.0,1,47.5894,-122.172,2640.0,10800,2014,06,68.0,98005
1335000.0,5.0,2.25,4200.0,5800.0,2.5,0,0,4.0,9,2910,1290.0,0,47.6284,-122.312,3060.0,5800,2014,06,117.0,98112
,4.0,2.5,3490.0,9030.0,1.5,0,0,4.0,8,3490,0.0,0,47.3198,-122.386,2540.0,8400,2014,08,54.0,98023
500000.0,3.0,2.25,1700.0,9008.0,1.0,0,0,3.0,8,1340,360.0,0,47.7161,-122.317,2340.0,8003,2015,04,38.0,98125
390000.0,4.0,2.25,1770.0,33132.0,1.0,0,0,4.0,8,1190,580.0,0,47.4413,-122.151,2490.0,20000,2014,05,58.0,98058
213400.0,4.0,2.5,1680.0,6655.0,2.0,0,0,3.0,7,1680,0.0,0,47.3867,-122.191,1680.0,6982,2014,12,22.0,98030
703770.0,4.0,2.25,2550.0,12918.0,2.0,0,0,3.0,9,2550,0.0,0,47.5623,-122.109,2550.0,11036,2014,11,36.0,99007
462500.0,4.0,1.0,1540.0,4500.0,1.5,0,0,2.0,7,1540,0.0,0,47.587,-122.384,1920.0,6000,2014,09,118.0,98116
795000.0,4.0,2.5,3160.0,16564.0,2.0,0,0,3.0,10,3160,0.0,0,47.6365,-122.04,3160.0,12415,2014,07,36.0,98074
285000.0,3.0,,2437.0,5136.0,2.0,0,0,3.0,7,2437,0.0,0,47.3517,-122.21,2437.0,4614,2014,06,12.0,98002
430000.0,3.0,1.5,1550.0,5034.0,2.0,0,0,4.0,7,1550,0.0,0,47.7072,-122.36,1820.0,7200,2014,08,101.0,98177
449950.0,3.0,2.5,1530.0,3840.0,2.0,0,0,3.0,8,1530,0.0,0,47.5691,-122.007,1720.0,3985,2014,07,29.0,98029
380000.0,5.0,2.0,1680.0,3240.0,1.0,0,0,3.0,5,840,840.0,0,47.5965,-122.311,1380.0,1260,2015,02,117.0,98144
,3.0,2.75,2250.0,9600.0,2.5,0,0,4.0,9,1830,420.0,1,47.6033,-122.287,2060.0,4980,2014,08,114.0,98122
665000.0,4.0,2.25,2650.0,8149.0,1.0,0,0,4.0,8,1610,1040.0,0,47.5624,-122.176,2290.0,8019,2015,03,48.0,98006
340000.0,2.0,1.75,1270.0,1916.0,2.0,0,0,3.0,8,1270,0.0,0,47.5648,-122.294,1140.0,1916,2014,11,11.0,98108
372500.0,3.0,1.75,1680.0,8648.0,1.0,0,0,4.0,7,1680,0.0,0,47.7338,-122.332,1290.0,8147,2015,03,60.0,98133
308000.0,3.0,1.0,1980.0,39150.0,1.5,0,0,3.0,6,1580,400.0,0,47.3818,-122.225,1860.0,11811,2014,10,91.0,98030
1350000.0,4.0,3.5,4680.0,12495.0,2.0,0,0,3.0,10,3040,1640.0,0,47.6984,-122.206,3240.0,10749,2015,03,15.0,98033
320000.0,2.0,1.0,1100.0,8281.0,1.0,0,0,4.0,7,1100,0.0,0,47.7414,-122.315,1510.0,8281,2014,06,76.0,98155
238000.0,3.0,1.0,1240.0,5700.0,1.5,0,0,5.0,6,1240,0.0,0,47.4927,-122.169,1140.0,5700,2014,08,70.0,98056
756000.0,4.0,2.25,2160.0,5600.0,1.0,0,0,5.0,7,1080,1080.0,0,47.6442,-122.372,1850.0,5150,2014,06,76.0,98119
925000.0,4.0,3.25,3640.0,60086.0,2.0,0,0,3.0,10,3640,0.0,0,47.6328,-122.016,2900.0,51721,2014,08,18.0,98074
449500.0,3.0,2.0,1770.0,6610.0,1.0,0,0,4.0,7,960,810.0,0,47.7703,-122.343,2010.0,4361,2014,05,69.0,98133
668000.0,5.0,3.5,3990.0,42436.0,2.0,0,0,3.0,9,2710,1280.0,0,47.461,-122.0,3030.0,41684,2014,07,21.0,98027
399950.0,3.0,2.5,1610.0,1320.0,2.0,0,0,3.0,7,1280,330.0,0,47.6,-122.298,1480.0,1602,2015,03,16.0,98144
645000.0,4.0,2.5,2430.0,14400.0,1.0,0,0,5.0,8,1670,760.0,0,47.6202,-122.138,2140.0,9048,2014,06,60.0,98007
400000.0,2.0,1.0,1180.0,10800.0,1.0,0,0,3.0,7,1180,0.0,0,47.7273,-122.236,1600.0,10800,2014,08,39.0,98034
375000.0,3.0,1.75,1440.0,8775.0,1.0,0,0,3.0,7,1440,0.0,0,47.7231,-122.17,1790.0,7865,2014,05,50.0,98034
189000.0,2.0,2.0,1700.0,3171.0,1.0,0,0,5.0,5,850,850.0,0,47.3025,-122.224,1380.0,5906,2014,05,96.0,98002
234000.0,,1.0,1040.0,8122.0,1.0,0,0,5.0,7,1040,0.0,0,47.3731,-122.312,1470.0,8676,2015,03,52.0,98198
235000.0,2.0,1.0,720.0,,1.0,0,0,4.0,6,720,0.0,0,47.5534,-122.375,1510.0,4840,2014,06,76.0,98126
439000.0,5.0,3.5,2880.0,10000.0,2.0,0,3,3.0,8,1980,900.0,0,47.4874,-122.223,2120.0,9535,2015,02,32.0,98057
530000.0,4.0,2.25,1940.0,8270.0,2.0,0,0,5.0,7,1940,0.0,0,47.7567,-122.333,1800.0,7743,2015,05,61.0,98133
1095000.0,0.0,0.0,3064.0,4764.0,3.5,0,2,3.0,7,3064,0.0,0,47.6362,-122.322,2360.0,4000,2014,06,33.0,98102
426000.0,2.0,2.5,1550.0,2657.0,2.0,0,0,4.0,8,1550,0.0,0,47.7034,-122.188,1570.0,2442,2015,04,36.0,98034
360000.0,4.0,2.5,1900.0,5889.0,2.0,0,0,3.0,7,1900,0.0,0,47.349,-122.031,1870.0,6405,2014,12,31.0,98038
265000.0,3.0,1.0,960.0,9748.0,1.0,0,0,3.0,5,960,0.0,0,47.5259,-121.815,1600.0,9958,2014,12,101.0,98065
498000.0,3.0,1.5,1720.0,6570.0,1.5,0,0,4.0,8,1720,0.0,0,47.5284,-122.265,1360.0,6000,2015,04,114.0,98118
865000.0,3.0,2.5,3050.0,12558.0,2.0,0,0,3.0,10,3050,0.0,0,47.6549,-122.089,3543.0,12558,2014,11,26.0,98052
240000.0,3.0,1.0,1230.0,2353.0,1.5,0,0,4.0,6,1230,0.0,0,47.5177,-122.354,1280.0,1572,2015,05,98.0,98106
749500.0,4.0,2.75,2490.0,3840.0,1.5,0,0,4.0,7,1610,880.0,0,47.6551,-122.344,1420.0,4000,2014,09,101.0,98103
588000.0,3.0,2.0,1860.0,4777.0,2.0,0,0,5.0,7,1860,0.0,0,47.6892,-122.311,1580.0,3822,2014,07,115.0,98115
250000.0,3.0,2.25,1560.0,15340.0,2.0,0,0,3.0,7,1560,0.0,0,47.4989,-122.322,1560.0,8260,2014,08,26.0,98168
689000.0,4.0,2.75,3250.0,10000.0,2.0,0,0,3.0,9,3250,0.0,0,47.7557,-122.309,1620.0,10089,2014,12,9.0,98155
540000.0,4.0,1.75,2260.0,19500.0,1.0,0,2,3.0,8,1450,810.0,0,47.6555,-122.086,2980.0,19500,2014,08,52.0,98052
315000.0,3.0,1.0,1900.0,14400.0,1.0,0,0,4.0,7,1300,600.0,0,47.4147,-122.337,1940.0,14400,2015,01,69.0,98166
253000.0,3.0,2.5,2020.0,6564.0,1.0,0,0,3.0,7,1310,710.0,0,47.3545,-122.158,1710.0,5151,2014,10,29.0,98042
1225000.0,4.0,2.75,3410.0,95396.0,1.5,0,0,4.0,10,3410,0.0,0,47.6547,-122.158,3721.0,35352,2014,07,61.0,98033
410000.0,4.0,2.25,2200.0,8292.0,2.0,0,0,3.0,7,2200,0.0,0,47.7456,-122.315,1090.0,8290,2014,10,33.0,98155
480000.0,3.0,1.0,1160.0,8800.0,1.0,0,0,4.0,7,1160,0.0,0,47.6112,-122.128,,8400,2014,12,64.0,98008
763000.0,4.0,1.75,1850.0,4388.0,2.0,0,0,5.0,8,1850,0.0,0,47.6885,-122.381,1410.0,4107,2015,04,82.0,98117
420000.0,5.0,2.75,2280.0,10319.0,1.0,0,0,3.0,8,1300,980.0,0,47.7566,-122.363,2370.0,8056,2014,06,64.0,98177
658100.0,4.0,2.5,2430.0,8509.0,2.0,0,0,3.0,9,2430,0.0,0,47.5714,-121.991,2760.0,8509,2014,07,31.0,98029
,3.0,2.5,2060.0,5115.0,2.0,0,0,3.0,9,2060,0.0,0,47.3261,-122.163,2648.0,4500,2014,07,9.0,98092
605000.0,4.0,2.25,1750.0,6120.0,1.0,0,0,3.0,7,1150,600.0,0,47.6958,-122.29,1350.0,6120,2015,03,61.0,98115
845000.0,3.0,1.75,1600.0,2538.0,2.0,0,0,3.0,7,1600,0.0,0,47.6447,-122.327,1660.0,1750,2015,03,94.0,98102
647500.0,4.0,1.75,2060.0,26036.0,1.0,0,0,4.0,8,1160,900.0,0,47.4444,-122.351,2590.0,21891,2014,05,76.0,98166
241000.0,3.0,1.0,880.0,6050.0,1.0,0,0,3.0,6,880,0.0,0,47.4995,-122.248,1130.0,6050,2015,02,78.0,98178
178000.0,3.0,1.0,840.0,6500.0,1.0,0,0,5.0,6,840,0.0,0,47.3704,-122.08,870.0,5200,2014,07,54.0,98042
735000.0,3.0,3.25,2960.0,39370.0,2.0,0,0,3.0,10,2960,0.0,0,47.7452,-122.202,2960.0,56628,2014,08,34.0,98011
549000.0,3.0,2.25,1920.0,10961.0,2.0,0,0,3.0,8,1920,0.0,0,47.6432,-122.057,2000.0,10706,2014,07,42.0,98074
577000.0,3.0,1.5,1560.0,20251.0,1.0,0,0,5.0,7,1200,360.0,0,47.619,-122.054,1560.0,19119,2014,11,34.0,98074
476900.0,3.0,1.0,1240.0,5758.0,1.5,0,0,4.0,6,960,280.0,0,47.5675,-122.396,1460.0,5750,2015,05,113.0,98116
324950.0,2.0,1.5,1643.0,14616.0,1.0,0,1,4.0,7,1643,0.0,0,47.3973,-122.312,2270.0,9940,2015,02,69.0,98198
640000.0,4.0,2.5,2500.0,7417.0,2.0,0,0,3.0,9,2500,0.0,0,47.6251,-122.026,2770.0,8188,2014,07,32.0,98074
1590000.0,4.0,2.25,3240.0,11131.0,1.0,0,0,4.0,9,2080,1160.0,0,47.6182,-122.215,2300.0,12150,2015,01,70.0,98004
362764.0,3.0,2.0,1460.0,4350.0,2.0,0,0,3.0,7,1460,0.0,0,47.696,-122.026,1740.0,4622,2014,07,15.0,98053
313000.0,3.0,,1510.0,10369.0,1.0,0,0,4.0,7,1010,500.0,0,47.4808,-122.099,1510.0,16057,2014,11,55.0,98059
212000.0,3.0,1.75,1470.0,8350.0,1.0,0,0,3.0,7,1470,0.0,0,47.2587,-122.253,1590.0,8182,2015,02,33.0,98047
390000.0,3.0,,1600.0,10440.0,1.0,0,0,3.0,7,1600,0.0,0,47.7109,-122.311,1600.0,8816,2014,12,69.0,98125
561000.0,,2.5,2120.0,5277.0,2.0,0,0,3.0,7,2120,0.0,0,47.6811,-122.034,2370.0,5257,2015,03,18.0,98053
440000.0,1.0,1.0,850.0,6567.0,1.0,0,0,4.0,6,850,0.0,0,47.327,-122.039,2160.0,9794,2014,09,83.0,98010
530000.0,4.0,2.5,3250.0,4500.0,2.0,0,0,3.0,8,3250,0.0,0,47.4944,-122.15,3030.0,4598,2014,11,15.0,98059
330000.0,6.0,2.25,3040.0,28535.0,1.0,0,0,3.0,8,1890,1150.0,0,47.3864,-122.223,1360.0,8250,2014,06,72.0,98030
469000.0,3.0,2.0,1300.0,22605.0,1.0,0,0,3.0,7,1300,0.0,0,47.5337,-122.187,2250.0,10215,2015,03,25.0,98056
364000.0,4.0,1.75,2010.0,8625.0,1.0,0,0,4.0,7,1340,670.0,0,47.7496,-122.355,1500.0,8400,2014,05,66.0,98133
225000.0,3.0,1.75,1370.0,10866.0,1.0,0,0,4.0,6,1370,0.0,0,47.6774,-122.164,1580.0,14250,2014,10,78.0,98033
950000.0,4.0,2.5,3360.0,11548.0,2.0,0,0,3.0,9,3360,0.0,0,47.6534,-122.182,3400.0,14091,2014,06,35.0,98033
470500.0,5.0,2.5,2500.0,9248.0,1.0,0,0,3.0,8,1300,1200.0,0,47.5415,-122.18,2090.0,8568,2015,04,57.0,98006
192000.0,3.0,1.75,1240.0,10361.0,1.0,0,0,3.0,6,1240,0.0,0,47.37,-122.151,1240.0,8834,2014,11,36.0,98042
313100.0,3.0,2.0,1730.0,12821.0,1.0,0,0,3.0,8,1730,0.0,0,47.353,-122.272,1980.0,11336,2015,04,29.0,98001
545000.0,5.0,2.5,2730.0,17240.0,1.0,0,0,5.0,7,1660,1070.0,0,47.7646,-122.267,2250.0,13200,2014,06,65.0,98028
