id,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15
7560000050,1970,470,2000,0,47.589,-122.165,2440,3417
8083350070,1660,0,1995,0,47.4333,-122.212,1620,3167
3818700185,2150,0,1952,0,47.7635,-122.263,1760,10283
626710220,2160,0,1982,0,47.7273,-122.083,2230,35244
7304300420,1610,140,1947,0,47.7425,-122.321,1080,11375
7695450010,1720,1030,1981,0,47.3566,-122.32,2860,16344
2346800461,2340,200,1954,0,47.5144,-122.393,2460,9000
1498303905,1780,200,1930,0,47.584,-122.294,2250,4000
8856920110,2150,0,1991,0,47.4621,-122.129,2400,10699
7853230720,2080,0,2004,0,47.53,-121.848,2080,4947
2767603612,1290,0,2007,0,47.6719,-122.382,1350,1334
1310430130,2790,0,2000,0,47.4362,-122.109,2900,6752
6181410950,1794,0,2005,0,47.3052,-122.283,3557,4807
7206900075,1770,0,1959,0,47.5025,-122.142,1370,10395
1373800295,3580,800,1952,0,47.6452,-122.411,3080,7680
4023500118,1190,300,1959,0,47.7626,-122.297,1840,10150
1219000043,1160,1160,1956,0,47.4631,-122.341,1410,7271
2110900050,1430,720,1957,0,47.773,-122.371,2360,7980
3862400050,1180,790,1967,0,47.7651,-122.277,1970,10470
5710610520,1430,700,1973,0,47.5326,-122.049,2130,11250
5490700035,1870,0,1956,0,47.77,-122.319,1550,7592
2634500005,810,0,1949,0,47.7389,-122.324,1050,7975
3526039074,1420,490,1940,0,47.6952,-122.39,2300,8250
6139800640,2080,0,1978,0,47.7455,-122.073,2320,9900
8024201370,880,0,1931,0,47.6997,-122.314,1370,5111
5553300375,2530,550,1996,2006,47.6321,-122.393,4120,8620
7300000550,1714,0,2005,0,47.4288,-122.19,1714,3240
826069002,1350,0,1947,0,47.7617,-122.061,2330,104108
3172600031,1590,0,1956,0,47.5201,-122.366,1590,7936
3336001316,830,0,1920,0,47.5248,-122.265,1092,5350
4122500100,1720,990,1959,0,47.6411,-122.207,3180,16624
6744700423,1070,400,1939,0,47.7394,-122.288,2630,7050
7889601270,1850,680,2014,0,47.4919,-122.336,1470,6000
2970800105,2420,0,2007,0,47.4729,-122.35,1400,5250
4218400175,1910,330,1941,0,47.6621,-122.27,2970,5657
293910030,2570,0,2001,0,47.7076,-122.232,2460,5470
9407100310,1260,0,1975,0,47.4442,-121.762,1430,9790
3355400242,1936,0,2014,0,47.2602,-122.246,1620,21600
125059178,3300,0,1980,0,47.6796,-122.104,2470,7561
5680000545,1070,680,1942,0,47.5677,-122.317,2090,5400
9558020240,3080,0,2002,0,47.4501,-122.122,3080,6600
3882300090,1330,0,1983,0,47.6599,-122.135,1510,9890
8078490330,1980,0,1991,0,47.1903,-122.013,2050,9907
1865820370,1150,0,1977,0,47.3729,-122.115,1330,7040
3630020430,1160,310,2005,0,47.5468,-121.998,1470,1525
1163400020,1590,0,1971,0,47.2159,-121.966,1780,21600
9151600541,1690,0,1928,0,47.5841,-122.383,2140,7200
3762900130,1080,0,1984,0,47.7065,-122.235,1800,7321
4217400540,2060,0,1907,0,47.66,-122.282,1740,4800
5742600115,1470,1010,1916,0,47.5686,-122.392,1500,5750
8914200060,3390,0,1990,0,47.332,-122.334,2830,10519
6206100130,2660,0,1955,2014,47.5894,-122.172,2640,10800
1336800010,2910,1290,1906,0,47.6284,-122.312,3060,5800
8731982840,3490,0,1969,0,47.3198,-122.386,2540,8400
2926049504,1340,360,1985,0,47.7161,-122.317,2340,8003
1402000070,1190,580,1965,0,47.4413,-122.151,2490,20000
8155760040,1680,0,2001,0,47.3867,-122.191,1680,6982
7805460310,2550,0,1987,0,47.5623,-122.109,2550,11036
9274204100,1540,0,1905,0,47.587,-122.384,1920,6000
1829300130,3160,0,1987,0,47.6365,-122.04,3160,12415
8669180390,2437,0,2011,0,47.3517,-122.21,2437,4614
1139000400,1550,0,1922,0,47.7072,-122.36,1820,7200
3905100210,1530,0,1994,0,47.5691,-122.007,1720,3985
3320000810,840,840,1906,0,47.5965,-122.311,1380,1260
4003000053,1830,420,1909,1991,47.6033,-122.287,2060,4980
6072760360,1610,1040,1975,0,47.5624,-122.176,2290,8019
6056111370,1270,0,2012,0,47.5648,-122.294,1140,1916
2026049155,1680,0,1963,0,47.7338,-122.332,1290,8147
1922059046,1580,400,1932,0,47.3818,-122.225,1860,11811
2387600010,3040,1640,2008,0,47.6984,-122.206,3240,10749
3432500765,1100,0,1947,0,47.7414,-122.315,1510,8281
420000085,1240,0,1953,0,47.4927,-122.169,1140,5700
5113400113,1080,1080,1947,0,47.6442,-122.372,1850,5150
2225069036,3640,0,2005,0,47.6328,-122.016,2900,51721
2222900082,960,810,1954,0,47.7703,-122.343,2010,4361
5561400260,2710,1280,2002,0,47.461,-122.0,3030,41684
1250200552,1280,330,2007,0,47.6,-122.298,1480,1602
3296000110,1670,760,1963,0,47.6202,-122.138,2140,9048
3819800280,1180,0,1984,0,47.7273,-122.236,1600,10800
2558640340,1440,0,1973,0,47.7231,-122.17,1790,7865
7116500125,850,850,1927,0,47.3025,-122.224,1380,5906
1697000370,1040,0,1971,0,47.3731,-122.312,1470,8676
7312900060,720,0,1947,0,47.5534,-122.375,1510,4840
4204400175,1980,900,1991,0,47.4874,-122.223,2120,9535
2783100230,1940,0,1962,0,47.7567,-122.333,1800,7743
6306400140,3064,0,1990,0,47.6362,-122.322,2360,4000
6816300060,1550,0,1987,0,47.7034,-122.188,1570,2442
7437100340,1900,0,1992,0,47.349,-122.031,1870,6405
7851200040,960,0,1922,0,47.5259,-121.815,1600,9958
3336000626,1720,0,1909,0,47.5284,-122.265,1360,6000
2050100450,3050,0,1997,0,47.6549,-122.089,3543,12558
3298701066,1230,0,1925,0,47.5177,-122.354,1280,1572
3975400260,1610,880,1922,0,47.6551,-122.344,1420,4000
2887700140,1860,0,1908,0,47.6892,-122.311,1580,3822
3361401977,1560,0,1997,0,47.4989,-122.322,1560,8260
4024100915,3250,0,2014,0,47.7557,-122.309,1620,10089
7527000090,1450,810,1971,0,47.6555,-122.086,2980,19500
616000140,1300,600,1954,0,47.4147,-122.337,1940,14400
5466420030,1310,710,1994,0,47.3545,-122.158,1710,5151
1525059160,3410,0,1962,0,47.6547,-122.158,3721,35352
3432500705,2200,0,1990,0,47.7456,-122.315,1090,8290
4038200480,1160,0,1959,0,47.6112,-122.128,,8400
546001060,1850,0,1941,0,47.6885,-122.381,1410,4107
6190700284,1300,980,1959,0,47.7566,-122.363,2370,8056
3905090130,2430,0,1992,0,47.5714,-121.991,2760,8509
3814900380,2060,0,2014,0,47.3261,-122.163,2648,4500
6844700415,1150,600,1962,0,47.6958,-122.29,1350,6120
1965200075,1600,0,1929,0,47.6447,-122.327,1660,1750
1200019,1160,900,1947,0,47.4444,-122.351,2590,21891
4060000440,880,0,1945,0,47.4995,-122.248,1130,6050
8651430780,840,0,1969,0,47.3704,-122.08,870,5200
5690500095,2960,0,1989,0,47.7452,-122.202,2960,56628
8651540040,1920,0,1981,0,47.6432,-122.057,2000,10706
7504180070,1200,360,1989,0,47.619,-122.054,1560,19119
9161100795,960,280,1910,0,47.5675,-122.396,1460,5750
8642600090,1643,0,1954,0,47.3973,-122.312,2270,9940
1939130420,2500,0,1991,0,47.6251,-122.026,2770,8188
8964800755,2080,1160,1953,0,47.6182,-122.215,2300,12150
7203101970,1460,0,2008,0,47.696,-122.026,1740,4622
7229900885,1010,500,1968,0,47.4808,-122.099,1510,16057
9265410010,1470,0,1990,0,47.2587,-122.253,1590,8182
8901000445,1600,0,1954,0,47.7109,-122.311,1600,8816
7202340860,2120,0,2005,0,47.6811,-122.034,2370,5257
4392200165,850,0,1940,0,47.327,-122.039,2160,9794
9211010220,3250,0,2008,0,47.4944,-122.15,3030,4598
5502700005,1890,1150,1951,0,47.3864,-122.223,1360,8250
3343300180,1300,0,1998,0,47.5337,-122.187,2250,10215
6190701483,1340,670,1957,0,47.7496,-122.355,1500,8400
1237500540,1370,0,1945,0,47.6774,-122.164,1580,14250
7501000220,3360,0,1988,0,47.6534,-122.182,3400,14091
6072600200,1300,1200,1966,0,47.5415,-122.18,2090,8568
193300120,1240,0,1987,0,47.37,-122.151,1240,8834
2595650220,1730,0,1994,0,47.353,-122.272,1980,11336
4140500180,1660,1070,1958,0,47.7646,-122.267,2250,13200
2126049032,710,620,1936,0,47.7231,-122.301,1690,7937
9578140180,2456,0,2012,0,47.297,-122.351,2478,7212
5347200220,720,0,1947,0,47.5176,-122.376,990,4920
993001914,1250,0,2007,0,47.6907,-122.343,1250,1150
7972604215,1700,1070,1965,0,47.5188,-122.348,1720,7620
1841500050,1700,0,1961,0,47.3439,-122.198,2760,40973
514500195,1220,1010,1957,0,47.589,-122.156,1920,7200
5101402312,960,300,1940,0,47.6947,-122.311,1540,7250
5104510860,2430,0,2002,0,47.356,-122.014,2000,5702
8021700715,1930,430,1926,0,47.6923,-122.332,1320,4500
5152980070,1740,1250,1976,0,47.3424,-122.329,3370,12085
7230000265,2970,0,1998,2006,47.4741,-122.099,2040,27917
4123800580,1420,1050,1985,0,47.3792,-122.047,1670,7627
6300000226,1200,0,1933,0,47.7076,-122.342,1130,1598
2807100155,700,700,1948,0,47.7634,-122.34,1410,7564
624069003,1610,1360,1973,0,47.5953,-122.08,2930,42489
7128300500,2100,0,1996,0,47.595,-122.306,1650,4500
7519000665,1220,720,1926,0,47.6853,-122.362,1830,4120
303800020,2650,720,1986,0,47.3411,-122.197,2150,14048
9250900104,1100,1010,1962,0,47.7737,-122.35,2020,8500
3343301490,3110,1680,2005,0,47.5469,-122.194,2620,13538
2077700042,2330,0,1987,0,47.6009,-122.158,2030,20037
8647800150,2160,0,1991,0,47.3622,-122.074,2000,7964
5072420040,1430,650,1974,0,47.4424,-122.344,2400,9625
3222049151,1560,1430,1976,1991,47.3573,-122.324,2870,11476
3623500408,2220,1190,1973,0,47.5721,-122.239,3760,16572
2767704251,1060,250,2008,0,47.6744,-122.374,1160,1266
7129300420,1040,0,1951,0,47.5111,-122.256,1290,5650
2621750340,1690,0,1997,0,47.3724,-122.108,2090,8100
5695000270,1570,0,2014,0,47.6585,-122.348,1290,1870
3982700125,2420,0,1991,0,47.6893,-122.197,2650,7800
3303950220,1950,0,1994,0,47.3817,-122.035,2210,9019
9268851320,1540,80,2012,0,47.5394,-122.027,1620,1068
5694500200,2910,400,1900,0,47.6594,-122.345,1440,3750
7856410030,1690,1500,1976,0,47.5641,-122.16,3100,13100
6113400046,1890,0,1968,0,47.4281,-122.343,2410,15256
5057100080,3223,0,2014,0,47.3588,-122.163,1979,19030
1775800710,1300,0,1969,0,47.7422,-122.1,1480,13530
6600490220,2290,0,2004,0,47.3617,-122.308,1480,3608
3782100155,960,0,1955,0,47.7766,-122.307,1120,8100
9465910190,2030,900,1993,0,47.7443,-122.17,2740,11499
1924069058,3710,1300,1978,0,47.5489,-122.092,3140,54014
6661200320,1050,0,1996,0,47.3848,-122.039,1050,3417
2457200040,1810,0,1959,0,47.497,-122.18,1830,7594
9828200525,860,0,1907,0,47.6146,-122.299,1380,4800
7925100271,1200,0,1906,,47.5553,-122.316,1340,4500
6840701150,1640,840,1919,0,47.6046,-122.3,1940,4400
7527410080,1590,1320,1977,0,47.5916,-122.076,2910,37376
1773101215,870,450,1930,0,47.5534,-122.365,940,4800
7131300025,1240,0,1916,0,47.5166,-122.269,1540,5110
8682262400,1350,0,2004,0,47.7176,-122.033,1350,4479
5710500010,1640,580,1980,0,47.5304,-122.055,2300,9975
1102000514,2550,850,2008,0,47.543,-122.266,2380,7440
3856900005,1230,1230,,0,47.6721,-122.323,1560,4275
3157600075,850,590,2008,0,47.5655,-122.36,1170,5000
3876000910,1800,600,1965,0,47.7207,-122.184,2210,7210
5450300010,1680,0,1951,0,47.5716,-122.227,1760,13500
1201500010,1170,1020,1973,0,47.6627,-122.189,2630,10843
3876300600,1610,0,1968,0,47.727,-122.176,1870,11850
9285800790,1840,0,1920,0,47.5686,-122.378,1410,4880
8151600900,2420,0,2013,0,47.5082,-122.362,1510,9950
7853240100,3890,0,2004,0,47.5407,-121.86,3450,8361
1232001985,950,500,1947,0,47.684,-122.381,1450,3840
4178300130,3470,0,1980,0,47.6203,-122.149,3040,13500
2636900126,800,770,1972,0,47.7757,-122.303,1340,9110
1383800015,1330,40,2009,0,47.6682,-122.361,1570,1635
1900600105,1490,0,1918,0,47.4683,-122.351,1330,6604
9178601660,3320,0,2004,0,47.6542,-122.331,2330,4040
8944360290,1740,0,1992,0,47.5772,-121.998,1740,5021
1246700251,3720,0,1991,0,47.6907,-122.161,1610,23000
925069111,1760,0,1973,0,47.6735,-122.041,2320,87120
6190500340,2840,0,1998,0,47.7386,-122.235,2790,6526
6979900010,3420,0,2000,0,47.633,-121.972,2260,34613
1442880640,2910,0,2013,0,47.4841,-121.772,2790,7868
6825100015,910,590,1942,0,47.7004,-122.371,1450,6800
2484700155,1370,690,1954,0,47.5237,-122.383,2060,6600
5057100090,3078,0,2014,0,47.3587,-122.163,1979,19030
1115400090,2060,0,1987,0,47.5615,-122.165,2650,8500
9266700295,1340,0,1953,0,47.694,-122.348,1550,5100
2937300440,3600,0,2014,0,47.7053,-122.126,3590,6050
2769602475,1130,710,1910,0,47.6757,-122.362,1320,4000
8078430480,2040,0,1988,0,47.6347,-122.026,2050,7830
323059316,3190,0,2003,0,47.5104,-122.154,2480,7548
4034900065,1290,1290,1951,0,47.5646,-122.181,2280,17643
142000175,1250,990,1950,0,47.5658,-122.4,1720,6050
2372800145,940,0,1955,0,47.2005,-121.999,1110,9126
4249000230,2270,0,1988,0,47.6685,-122.137,2790,8089
8085400055,2480,1500,1968,0,47.639,-122.21,3980,16304
5694500386,1010,130,1999,0,47.659,-122.346,1140,1339
9528101224,1180,240,2003,0,47.6827,-122.324,1494,1264
9138100261,1760,790,1926,0,47.6811,-122.318,1840,4000
1085623350,3202,0,2014,0,47.3412,-122.179,2425,4886
7809200035,1250,0,1958,0,47.4972,-122.176,1250,12498
7967900150,3030,0,1989,0,47.3511,-122.287,2650,9500
4233400480,1190,0,1994,0,47.314,-122.0,1700,9849
5028600550,1320,0,1989,0,47.2871,-122.354,1620,6817
2023059052,1200,150,1946,0,47.4657,-122.198,1860,8096
9831200159,2890,1000,2006,0,47.626,-122.323,2860,2199
3204500340,1180,0,1952,0,47.3313,-122.198,2300,13714
5101405340,930,900,1946,0,47.701,-122.305,1260,6960
1962200435,1820,0,1923,2014,47.6476,-122.318,1820,5400
7527000020,2250,0,1999,0,47.6569,-122.088,2940,19541
1137610140,2340,0,1995,0,47.7347,-122.236,2340,6604
3211000170,1580,0,1959,0,47.481,-122.163,1320,7800
2330000130,2220,310,1964,0,47.613,-122.167,2500,13300
486000085,2200,770,2001,0,47.6772,-122.399,1470,4560
2921079027,2170,0,1980,0,47.281,-121.933,1760,154202
6851700381,1850,730,1905,0,47.6245,-122.316,2590,4100
9265880170,2470,0,2013,0,47.7685,-122.236,2470,4800
5647900670,1330,550,1985,0,47.3295,-122.257,1870,14547
7625703945,1080,0,1955,0,47.5447,-122.394,1730,7350
5145100460,1140,950,2001,0,47.726,-122.221,1510,7402
7853430180,3250,0,2014,0,47.5178,-121.887,3250,5482
4139460200,3330,0,1995,0,47.5526,-122.102,3360,9755
6619910260,1230,860,1975,0,47.7149,-122.222,2310,10695
582000010,1440,1240,1951,0,47.6538,-122.393,2320,6000
7104100110,1780,710,2015,0,47.5499,-122.393,1710,5500
1432701510,1280,0,1959,0,47.45,-122.175,1250,7690
8096800260,1528,0,2011,0,47.3774,-122.186,1850,7340
3343901340,1460,0,1985,0,47.5155,-122.189,1550,8800
869700060,1260,0,1999,0,47.4914,-122.155,1310,2767
3279000460,1310,0,1979,0,47.303,-122.383,1390,7500
3889100029,2670,0,2003,0,47.6673,-122.176,2620,8895
3250500140,1400,0,1951,0,47.6272,-122.209,1810,10796
3362401815,1420,0,1904,0,47.6801,-122.348,1220,3060
9828200746,1120,0,1970,1998,47.6175,-122.298,1120,1549
2023049206,1760,0,1937,0,47.4612,-122.325,2160,8584
2436200025,1380,800,1926,0,47.6643,-122.29,1720,4000
2817900100,2200,640,1988,0,47.3076,-122.101,2840,39413
2524049018,3580,0,1966,0,47.5364,-122.239,3390,17000
2917200475,760,0,1946,0,47.7005,-122.352,780,7102
7821200307,970,0,1916,0,47.6609,-122.343,,3600
2652501513,1560,0,1910,2007,47.6398,-122.356,1240,3600
4427100130,1500,0,1953,0,47.7281,-122.311,1230,6240
8648900010,1880,0,2010,0,47.5636,-122.094,1890,3078
6065300370,5550,1890,2003,0,47.5692,-122.189,4740,19329
7518502945,1290,600,1974,0,47.6831,-122.381,1320,3825
9262800057,1440,0,1964,0,47.3168,-122.264,1740,43560
2117700085,1100,380,1920,1985,47.6985,-122.364,1510,7250
1775930140,1230,600,1977,0,47.7427,-122.109,1840,11694
2731600080,1580,970,1975,0,47.4673,-122.363,2090,9200
1787600252,950,200,1948,0,47.7259,-122.328,1790,8455
6054650070,1370,0,1977,0,47.6127,-122.045,1370,10208
2206700215,2070,0,1955,0,47.566,-122.14,1300,9572
6447300365,5190,0,2013,0,47.6102,-122.225,3840,19250
3395040550,1530,0,2001,0,47.5434,-122.293,1540,2890
726059048,1970,1030,1998,0,47.7599,-122.214,2280,14025
4363700304,910,360,1949,0,47.5285,-122.372,1040,7500
6791400100,2210,0,2009,0,47.3122,-122.039,1850,12951
6306800020,2716,0,2014,0,47.352,-122.197,2580,14448
3862710180,1800,0,2014,0,47.5342,-121.841,1800,3265
8100400160,2330,0,1984,0,47.6386,-122.11,2050,11448
3298700110,1550,1440,2003,0,47.5237,-122.353,1800,6771
4046500720,2560,0,1989,0,47.6916,-121.916,2120,16298
985000833,1170,0,1948,0,47.4941,-122.312,1440,9823
1726069084,1810,0,1961,0,47.7358,-122.076,2700,29680
2424000060,2280,0,1960,0,47.5218,-122.164,2280,15347
7011201306,2100,430,2013,0,47.6362,-122.369,2160,2400
6917700305,900,310,1950,0,47.6571,-122.396,1330,6462
1972205338,1200,250,2007,0,47.6475,-122.359,1490,3017
5244800695,1120,0,1910,0,47.6454,-122.354,1500,4000
2428100130,2760,0,2014,0,47.5821,-122.047,2760,6600
1853000030,3550,0,1989,0,47.7292,-122.082,3270,35001
8106100105,5770,0,1980,0,47.585,-122.222,4620,22748
5605000215,1470,0,1918,0,47.6458,-122.306,2160,5450
7973202712,780,0,1941,0,47.513,-122.354,780,5300
8731800210,1570,780,1966,0,47.3126,-122.364,2270,8748
1023059313,1910,0,1997,0,47.4956,-122.162,2460,6099
9536601045,1540,0,1960,0,47.3612,-122.315,1210,9450
8581400015,1000,0,1914,0,47.297,-122.227,1010,6327
1788800770,840,0,1959,0,47.3281,-122.344,1030,8640
8819900055,870,0,1921,0,47.6697,-122.29,1750,4280
8682220230,2680,0,2002,0,47.7094,-122.024,2310,7395
3869900136,1670,0,2014,0,47.5402,-122.387,,1310
952002765,1040,680,1929,0,47.5654,-122.384,1570,6100
5540800100,910,0,1912,0,47.6947,-122.346,950,5100
2767601872,1570,0,2014,0,47.6741,-122.384,1570,2500
8562790480,2010,210,2012,0,47.5311,-122.074,2290,3213
263000253,1550,0,2011,0,47.6989,-122.346,1550,1480
6646200710,2490,0,2000,0,47.625,-122.042,2870,7598
1723049419,1250,0,1959,0,47.4744,-122.328,1300,8700
809000525,1840,200,1951,0,47.6334,-122.35,1820,4920
7905370440,1300,1010,1975,0,47.7212,-122.211,1930,8303
3754700420,1310,0,1972,1989,47.7253,-122.197,1680,8000
8562720230,3720,0,2007,0,47.5359,-122.069,4040,7442
8691390980,3290,0,2003,0,47.5999,-121.976,3240,6159
2193300620,1390,450,1980,0,47.6923,-122.095,2210,13020
7203220310,3660,0,2014,0,47.6845,-122.017,3625,5639
1939120450,2670,0,1989,0,47.6272,-122.026,2490,8636
2419700080,2910,0,2010,0,47.6705,-122.146,2840,4181
421059018,1397,0,1965,2014,47.3388,-122.166,1950,31294
9211500560,1360,330,1979,0,47.2981,-122.38,1740,6790
9834201215,820,50,2004,0,47.5702,-122.287,1500,1719
8024200625,840,210,1941,0,47.6988,-122.316,1180,6003
2826049117,1610,0,1947,0,47.7137,-122.307,1230,8040
4024101052,1240,0,1950,0,47.7542,-122.307,1550,9096
3585210200,1510,0,1967,0,47.7243,-122.222,1460,7910
9297800165,1200,820,1925,0,47.5576,-122.376,1410,4840
5149800040,1350,1210,1960,0,47.3326,-122.323,1790,11906
5366200460,1700,0,1992,0,47.6078,-122.292,1880,3665
5466380050,2030,0,2001,0,47.388,-122.176,2260,5232
8682230950,1660,0,2003,0,47.7094,-122.031,1670,5580
5332200515,2250,400,1984,0,47.6265,-122.295,1440,5100
2895730540,4150,0,2013,0,47.6026,-122.06,3560,7214
148000035,1790,0,1910,0,47.5768,-122.403,1960,6047
3364900156,620,0,1900,0,47.6746,-122.326,980,3570
9532000500,1610,0,2010,0,47.771,-122.169,2210,3600
2625069070,4860,0,1993,0,47.6179,-122.005,3850,181319
1087700030,1610,0,1955,0,47.6641,-122.176,1610,11200
9418400240,1010,1010,1948,0,47.5474,-122.291,1720,6720
7923600250,1870,0,1960,0,47.5951,-122.144,1870,7650
7972000200,1120,600,1978,0,47.2922,-122.371,1510,9753
7338402850,1800,0,2000,0,47.5333,-122.294,1830,6900
2769600560,1210,0,1924,0,47.6729,-122.363,1640,3333
339600070,1640,0,1987,0,47.6829,-122.097,1070,3549
2600010360,1800,0,1982,0,47.557,-122.163,2400,11300
1431700210,1010,570,1962,0,47.4607,-122.171,1710,7772
3904921070,2340,0,1987,0,47.5679,-122.011,2510,9219
5634500891,1380,0,1940,0,47.7486,-122.249,1870,12158
7955000210,1010,440,1969,0,47.7311,-122.199,1500,6767
65000210,1240,0,1924,0,47.5439,-122.379,1800,6417
3432501295,990,160,1932,0,47.7471,-122.317,,8145
1313000220,1870,1540,1968,0,47.6358,-122.103,2390,9679
1862400215,1960,520,2014,0,47.6974,-122.369,1650,7806
4337000285,1390,110,1943,0,47.4809,-122.335,1310,8775
7655900062,1300,0,1956,0,47.7352,-122.337,1500,9600
6392001670,980,700,1950,0,47.6858,-122.286,1680,6000
7589200193,1090,0,1929,0,47.6889,-122.375,1570,5080
2895550190,1700,0,2000,0,47.3303,-122.268,1700,4488
8682280260,1300,0,2006,0,47.703,-122.015,1510,3876
3904940200,3030,0,1988,0,47.5747,-122.014,2360,7632
9274200620,1670,0,1912,0,47.5862,-122.387,1340,2875
1402200440,2910,0,1967,0,47.44,-122.145,1980,18000
4363700365,1400,700,1916,0,47.5293,-122.371,1230,7920
2354300740,1580,0,1947,0,47.5286,-122.032,1580,6000
8155850010,3680,0,1990,0,47.6193,-122.014,3200,15954
7661600206,2070,0,2006,0,47.4697,-122.267,2170,9715
844001485,1400,800,1971,0,47.3073,-122.006,1360,8855
2877101821,1060,160,1927,0,47.6775,-122.363,1350,3750
7936000463,2560,0,2006,0,47.5535,-122.395,2160,10439
3739500096,1540,0,1953,0,47.7372,-122.307,1490,8213
9320500080,1080,860,1962,0,47.4139,-122.208,1940,8839
8562900590,2160,1220,2007,0,47.6124,-122.06,2910,11214
9285800055,1480,730,1912,0,47.5719,-122.377,1740,5000
8562780190,1150,90,2009,0,47.5321,-122.073,1240,750
3425059099,1950,750,1955,0,47.6078,-122.154,2550,20409
8820902350,2520,950,1979,0,47.7146,-122.279,2360,10541
7852130430,2390,0,2002,0,47.5353,-121.879,2520,5333
4140930010,2780,0,2002,0,47.5656,-122.122,2750,7950
226039186,740,170,1950,0,47.7746,-122.378,2090,9007
3295610080,4030,0,1997,0,47.5651,-122.034,3720,10756
7905390220,1340,440,1972,0,47.723,-122.215,2060,7280
1102000270,3260,630,1967,2010,47.5445,-122.266,2490,9920
7852011020,2490,0,1998,0,47.5385,-121.87,2420,6381
3322049126,1390,0,1958,0,47.3457,-122.302,1230,7840
8857100060,1200,40,1967,0,47.6104,-122.112,1410,1340
8835800350,7420,0,2002,0,47.4548,-121.764,5610,169549
3438500168,1060,0,1977,0,47.5549,-122.356,1300,6780
2558720120,1470,540,1977,0,47.7206,-122.171,1840,8500
9536601996,1010,0,1959,0,47.3592,-122.315,1240,9450
1725059252,2770,0,1967,0,47.6585,-122.186,1720,16011
8562600260,1470,0,1963,0,47.6687,-122.154,1470,7350
7935000450,1330,1150,1967,2003,47.5497,-122.396,2500,8178
3438501100,1240,0,1928,2000,47.5467,-122.359,1200,17707
7229900145,2010,0,1962,0,47.4821,-122.108,1420,16020
7796100080,2260,0,1967,0,47.6622,-122.171,2650,37318
8663280080,830,830,1981,0,47.7103,-122.199,1610,9318
4338800720,1750,0,1944,0,47.4791,-122.347,1270,7800
7893207665,1030,0,1967,0,47.4231,-122.329,1730,8023
